id,from,to,type,numLanes,speed,priority,spreadType,width,name,endOffset,sidewalkWidth,length,emergency,authority,passenger,hov,taxi,bus,delivery,truck,trailer,motorcyle,moped
475709181#1,2199385290,2198940275,highway.tertiary,1,22.22,6,,,Central Boulevard,,,183.181,1,1,1,1,1,1,1,1,1,1,1
475709181#2,2198940275,99513605,highway.tertiary,1,22.22,6,,,Central Boulevard,,,8.470,1,1,1,1,1,1,1,1,1,1,1
48483638#0,99620571,2198939887,highway.tertiary,1,22.22,6,,,Kaley Avenue,,,6.200,1,1,1,1,1,1,1,1,1,1,1
48487863#0,616083179,2192060576,highway.primary,2,11.18,9,center,,Long Street,,,23.920,1,1,1,1,1,1,1,1,1,1,1
48487863#1,2192060576,cluster_552614505_552614513,highway.primary,2,11.18,9,center,,Long Street,,,7.190,1,1,1,1,1,1,1,1,1,1,1
48487864#0,616083181,2192060574,highway.primary,3,27.78,9,center,,Carter Street,,,29.761,1,1,1,1,1,1,1,1,1,1,1
48487864#1,2192060574,cluster_2192060573_552614626_552614787,highway.primary,3,27.78,9,center,,Carter Street,,,8.210,1,1,1,1,1,1,1,1,1,1,1
48487866,616083180,1410630259,highway.secondary,2,27.78,7,center,,Long Street,,,38.411,1,1,1,1,1,1,1,1,1,1,1
48649280,617764876,360205132,highway.motorway_link,2,15.65,12,center,,,,,34.859,1,1,1,1,1,1,1,1,1,1,1
48649282,617764877,617764878,highway.motorway_link,1,22.22,12,center,,,,,38.803,1,1,1,1,1,1,1,1,1,1,1
48649284,617764878,360209662,highway.motorway_link,1,22.22,12,center,,,,,19.067,1,1,1,1,1,1,1,1,1,1,1
48649286,617764887,617764888,highway.motorway_link,1,22.22,12,center,,,,,39.024,1,1,1,1,1,1,1,1,1,1,1
48649287#0,617764888,360209662,highway.motorway_link,1,22.22,12,center,,,,,18.931,1,1,1,1,1,1,1,1,1,1,1
48649287#1,48649287#1-AddedOnRampNode,360210309,highway.motorway_link,1,22.22,12,center,,,,,39.270,1,1,1,1,1,1,1,1,1,1,1
48649287#1-AddedOnRampEdge,360209662,48649287#1-AddedOnRampNode,highway.motorway_link,2,22.22,12,center,,,,,100.001,1,1,1,1,1,1,1,1,1,1,1
48649289,360205131,617764876,highway.motorway_link,2,15.65,12,center,,,,,38.771,1,1,1,1,1,1,1,1,1,1,1
48649292,925181960,617764937,highway.motorway_link,1,22.22,12,center,,,,,54.333,1,1,1,1,1,1,1,1,1,1,1
48649293,617764937,617764877,highway.motorway_link,1,22.22,12,center,,,,,201.603,1,1,1,1,1,1,1,1,1,1,1
48665328,542892695,99474340,highway.residential,1,13.89,4,center,,,,,97.858,1,1,1,1,1,1,1,1,1,1,1
494288006#0,922163493,5369071827,highway.secondary,2,27.78,7,,,Terry Avenue,,,140.521,1,1,1,1,1,1,1,1,1,1,1
494288006#1,5369071827,4860700048,highway.secondary,2,27.78,7,,,Terry Avenue,,,109.591,1,1,1,1,1,1,1,1,1,1,1
494288008#0,679835960,5369071455,highway.secondary,1,27.78,7,,,Livingston Street,,,46.925,1,1,1,1,1,1,1,1,1,1,1
494288008#1,5369071455,5367573740,highway.secondary,1,27.78,7,,,Livingston Street,,,16.662,1,1,1,1,1,1,1,1,1,1,1
494288008#2,5367573740,5369071457,highway.secondary,1,27.78,7,,,Livingston Street,,,14.370,1,1,1,1,1,1,1,1,1,1,1
494288008#3,5369071457,5369072098,highway.secondary,1,27.78,7,,,Livingston Street,,,142.682,1,1,1,1,1,1,1,1,1,1,1
494288008#4,5369072098,4860700048,highway.secondary,1,27.78,7,,,Livingston Street,,,85.351,1,1,1,1,1,1,1,1,1,1,1
49841573,633252170,49841573-AddedOffRampNode,highway.motorway,4,24.59,13,center,,,,,57.570,1,1,1,1,1,1,1,1,1,1,1
49841573-AddedOffRampEdge,49841573-AddedOffRampNode,54218832,highway.motorway,5,24.59,13,center,,,,,50.629,1,1,1,1,1,1,1,1,1,1,1
49841575,599892293,559858899,highway.motorway,4,24.59,13,center,,,,,80.895,1,1,1,1,1,1,1,1,1,1,1
49845392#0,99457717,99474294,highway.secondary,2,13.41,7,center,,Anderson Street,,,48.359,1,1,1,1,1,1,1,1,1,1,1
49845392#1,99474294,99467164,highway.secondary,2,13.41,7,center,,Anderson Street,,,95.242,1,1,1,1,1,1,1,1,1,1,1
49845392#10,542892119,2192220146,highway.secondary,3,13.41,7,center,,Anderson Street,,,36.787,1,1,1,1,1,1,1,1,1,1,1
49845392#11,2192220146,542892476,highway.secondary,3,13.41,7,center,,Anderson Street,,,13.595,1,1,1,1,1,1,1,1,1,1,1
49845392#2,99467164,99474296,highway.secondary,2,13.41,7,center,,Anderson Street,,,132.732,1,1,1,1,1,1,1,1,1,1,1
49845392#3,99474296,99474298,highway.secondary,2,13.41,7,center,,Anderson Street,,,136.003,1,1,1,1,1,1,1,1,1,1,1
49845392#4,99474298,2193484366,highway.secondary,2,13.41,7,center,,Anderson Street,,,124.822,1,1,1,1,1,1,1,1,1,1,1
49845392#5,2193484366,99474300,highway.secondary,2,13.41,7,center,,Anderson Street,,,8.060,1,1,1,1,1,1,1,1,1,1,1
49845392#6,99474300,2193484367,highway.secondary,2,13.41,7,center,,Anderson Street,,,9.030,1,1,1,1,1,1,1,1,1,1,1
49845392#7,2193484367,99474305,highway.secondary,2,13.41,7,center,,Anderson Street,,,102.432,1,1,1,1,1,1,1,1,1,1,1
49845392#8,99474305,557599814,highway.secondary,2,13.41,7,center,,Anderson Street,,,93.242,1,1,1,1,1,1,1,1,1,1,1
49845392#9,557599814,542892119,highway.secondary,2,13.41,7,center,,Anderson Street,,,151.271,1,1,1,1,1,1,1,1,1,1,1
49845393,cluster_599891516_599891541,cluster_617919482_99474341,highway.secondary,2,27.78,7,center,,Anderson Street,,,104.027,1,1,1,1,1,1,1,1,1,1,1
49845394,cluster_559861155_559864386,559861157,highway.primary,2,13.41,9,center,,Anderson Street,,,130.033,1,1,1,1,1,1,1,1,1,1,1
49845707#0,633336253,99554741,highway.secondary,3,15.65,7,center,,South Street,,,79.866,1,1,1,1,1,1,1,1,1,1,1
49845707#1,99554741,633336260,highway.secondary,3,15.65,7,center,,South Street,,,208.440,1,1,1,1,1,1,1,1,1,1,1
49845708,633336260,1411749015,highway.secondary,2,15.65,7,center,,South Street,,,82.407,1,1,1,1,1,1,1,1,1,1,1
49845709#0,cluster_2204106711_940118874,4732792633,highway.secondary,1,27.78,7,center,,South Street,,,14.662,1,1,1,1,1,1,1,1,1,1,1
49845709#1,4732792633,cluster_940109874_940118877,highway.secondary,1,27.78,7,center,,South Street,,,71.420,1,1,1,1,1,1,1,1,1,1,1
49845709#2,cluster_940109874_940118877,940118885,highway.secondary,1,27.78,7,center,,South Street,,,78.780,1,1,1,1,1,1,1,1,1,1,1
49845709#3,940118885,cluster_559863027_940118888,highway.secondary,1,27.78,7,center,,South Street,,,16.537,1,1,1,1,1,1,1,1,1,1,1
49846075#0,99513631,2192060596,highway.tertiary,1,22.22,6,,,Central Boulevard,,,12.020,1,1,1,1,1,1,1,1,1,1,1
49846075#1,2192060596,99513637,highway.tertiary,1,22.22,6,,,Central Boulevard,,,88.692,1,1,1,1,1,1,1,1,1,1,1
49846075#2,99513637,99513642,highway.tertiary,1,22.22,6,,,Central Boulevard,,,100.771,1,1,1,1,1,1,1,1,1,1,1
49846075#3,99513642,99513646,highway.tertiary,1,22.22,6,,,Central Boulevard,,,103.251,1,1,1,1,1,1,1,1,1,1,1
49846075#4,99513646,99469117,highway.tertiary,1,22.22,6,,,Central Boulevard,,,124.229,1,1,1,1,1,1,1,1,1,1,1
49846076#0,633348991,5369731636,highway.tertiary,1,22.22,6,,,Central Boulevard,,,16.060,1,1,1,1,1,1,1,1,1,1,1
49846076#1,5369731636,552611420,highway.tertiary,1,22.22,6,,,Central Boulevard,,,13.579,1,1,1,1,1,1,1,1,1,1,1
49846076#10,99583986,5367573936,highway.tertiary,1,22.22,6,,,Central Boulevard,,,10.189,1,1,1,1,1,1,1,1,1,1,1
49846076#11,5367573936,5369372327,highway.tertiary,1,22.22,6,,,Central Boulevard,,,39.149,1,1,1,1,1,1,1,1,1,1,1
49846076#12,5369372327,5370944578,highway.tertiary,1,22.22,6,,,Central Boulevard,,,14.203,1,1,1,1,1,1,1,1,1,1,1
49846076#13,5370944578,5369372330,highway.tertiary,1,22.22,6,,,Central Boulevard,,,9.052,1,1,1,1,1,1,1,1,1,1,1
49846076#14,5369372330,99467122,highway.tertiary,1,22.22,6,,,Central Boulevard,,,219.834,1,1,1,1,1,1,1,1,1,1,1
49846076#15,99467122,99489601,highway.tertiary,1,22.22,6,,,Central Boulevard,,,144.777,1,1,1,1,1,1,1,1,1,1,1
49846076#2,552611420,99583985,highway.tertiary,1,22.22,6,,,Central Boulevard,,,25.875,1,1,1,1,1,1,1,1,1,1,1
49846076#3,99583985,5368782082,highway.tertiary,1,22.22,6,,,Central Boulevard,,,47.133,1,1,1,1,1,1,1,1,1,1,1
49846076#4,5368782082,559855110,highway.tertiary,1,22.22,6,,,Central Boulevard,,,4.860,1,1,1,1,1,1,1,1,1,1,1
49846076#5,559855110,99475163,highway.tertiary,1,22.22,6,,,Central Boulevard,,,7.900,1,1,1,1,1,1,1,1,1,1,1
49846076#6,99475163,5368782086,highway.tertiary,1,22.22,6,,,Central Boulevard,,,4.160,1,1,1,1,1,1,1,1,1,1,1
49846076#7,5368782086,5369731672,highway.tertiary,1,22.22,6,,,Central Boulevard,,,50.744,1,1,1,1,1,1,1,1,1,1,1
49846076#8,5369731672,5368782349,highway.tertiary,1,22.22,6,,,Central Boulevard,,,86.519,1,1,1,1,1,1,1,1,1,1,1
49846076#9,5368782349,99583986,highway.tertiary,1,22.22,6,,,Central Boulevard,,,7.916,1,1,1,1,1,1,1,1,1,1,1
49846077#0,633348985,99572922,highway.secondary,1,13.41,7,,,Washington Street,,,41.920,1,1,1,1,1,1,1,1,1,1,1
49846077#1,99572922,3643026254,highway.secondary,1,13.41,7,,,Washington Street,,,97.950,1,1,1,1,1,1,1,1,1,1,1
49846077#2,3643026254,99617872,highway.secondary,1,13.41,7,,,Washington Street,,,11.350,1,1,1,1,1,1,1,1,1,1,1
49846078#0,99596384,4732792637,highway.tertiary,1,22.22,6,,,Church Street,,,10.320,1,1,1,1,1,1,1,1,1,1,1
49846078#1,4732792637,99604542,highway.tertiary,1,22.22,6,,,Church Street,,,188.314,1,1,1,1,1,1,1,1,1,1,1
49847026,99566522,99589281,highway.tertiary,1,22.22,6,,,Livingston Street,,,118.190,1,1,1,1,1,1,1,1,1,1,1
49847027,99461555,99447055,highway.secondary,2,13.41,7,,,Robinson Street,,,97.404,1,1,1,1,1,1,1,1,1,1,1
49847028#0,99596024,5367573782,highway.tertiary,1,22.22,6,,,Livingston Street,,,10.280,1,1,1,1,1,1,1,1,1,1,1
49847028#1,5367573782,599899067,highway.tertiary,1,22.22,6,,,Livingston Street,,,71.492,1,1,1,1,1,1,1,1,1,1,1
49847029#0,99633786,2198940413,highway.tertiary,1,22.22,6,,,Livingston Street,,,6.050,1,1,1,1,1,1,1,1,1,1,1
49847029#1,2198940413,5368781490,highway.tertiary,1,22.22,6,,,Livingston Street,,,83.244,1,1,1,1,1,1,1,1,1,1,1
49847029#2,5368781490,99596024,highway.tertiary,1,22.22,6,,,Livingston Street,,,8.040,1,1,1,1,1,1,1,1,1,1,1
49847221#0,1410630258,5371246009,highway.primary,3,13.41,9,center,,South Orange Avenue,,,217.643,1,1,1,1,1,1,1,1,1,1,1
49847221#1,5371246009,cluster_633322808_633322832,highway.primary,3,13.41,9,center,,South Orange Avenue,,,6.551,1,1,1,1,1,1,1,1,1,1,1
49847455#0,599905930,2198940196,highway.secondary,2,27.78,7,center,,Hughey Avenue,,,32.223,1,1,1,1,1,1,1,1,1,1,1
49847455#1,2198940196,99472176,highway.secondary,2,27.78,7,center,,Hughey Avenue,,,11.147,1,1,1,1,1,1,1,1,1,1,1
49847456#0,99472176,2198940128,highway.secondary,3,27.78,7,center,,Hughey Avenue,,,10.784,1,1,1,1,1,1,1,1,1,1,1
49847456#1,2198940128,649972378,highway.secondary,3,27.78,7,center,,Hughey Avenue,,,177.831,1,1,1,1,1,1,1,1,1,1,1
49847456#2,649972378,cluster_559863027_940118888,highway.secondary,3,27.78,7,center,,Hughey Avenue,,,9.794,1,1,1,1,1,1,1,1,1,1,1
49847458,633358659,599891537,highway.motorway_link,1,24.59,12,center,,,,,277.247,1,1,1,1,1,1,1,1,1,1,1
49847844#0,99480339,99477193,highway.residential,1,13.89,4,,,Parramore Avenue,,,100.683,1,1,1,1,1,1,1,1,1,1,1
49847844#1,99477193,99480341,highway.residential,1,13.89,4,,,Parramore Avenue,,,100.364,1,1,1,1,1,1,1,1,1,1,1
49847898,99463124,360203339,highway.unclassified,1,13.89,5,center,,Tallokas Avenue,,,125.106,1,1,1,1,1,1,1,1,1,1,1
49887032#0,503348995,49887032#0-AddedOffRampNode,highway.motorway,3,29.06,13,center,,East-West Expressway,,,39.990,1,1,1,1,1,1,1,1,1,1,1
49887032#0-AddedOffRampEdge,49887032#0-AddedOffRampNode,559860555,highway.motorway,4,29.06,13,center,,East-West Expressway,,,100.000,1,1,1,1,1,1,1,1,1,1,1
49887032#1,559860555,925177292,highway.motorway,3,29.06,13,center,,East-West Expressway,,,158.520,1,1,1,1,1,1,1,1,1,1,1
49887033,503350096,925176054,highway.motorway,4,24.59,13,center,,East-West Expressway,,,41.430,1,1,1,1,1,1,1,1,1,1,1
49887035,99460544,503349055,highway.motorway,2,29.06,13,center,,East-West Expressway,,,605.580,1,1,1,1,1,1,1,1,1,1,1
49887038,360203636,54237099,highway.motorway,4,22.35,13,center,,,,,324.773,1,1,1,1,1,1,1,1,1,1,1
49887039,54237095,360203636,highway.motorway,5,22.35,13,center,,,,,313.650,1,1,1,1,1,1,1,1,1,1,1
49887040,54237099,360208615,highway.motorway,3,22.35,13,center,,,,,173.536,1,1,1,1,1,1,1,1,1,1,1
49887044,54221030,360207973,highway.motorway,4,22.35,13,center,,,,,137.133,1,1,1,1,1,1,1,1,1,1,1
49887047,360207643,54221017,highway.motorway,4,22.35,13,center,,,,,168.735,1,1,1,1,1,1,1,1,1,1,1
49887048,360233680,599929518,highway.motorway_link,3,22.22,12,center,,,,,79.508,1,1,1,1,1,1,1,1,1,1,1
49887049,360234094,5300342656,highway.motorway_link,1,22.22,12,center,,,,,192.877,1,1,1,1,1,1,1,1,1,1,1
49887050,599929652,54218816,highway.motorway,3,22.35,13,center,,,,,97.262,1,1,1,1,1,1,1,1,1,1,1
49887062,1306190606,633252170,highway.motorway,4,24.59,13,center,,,,,86.443,1,1,1,1,1,1,1,1,1,1,1
49887151#0,cluster_2194180320_931391923_931391927_931391928_99552381,2194180317,highway.secondary,2,13.41,7,,,North Orange Avenue,,,12.502,1,1,1,1,1,1,1,1,1,1,1
49887151#1,2194180317,6678139793,highway.secondary,2,13.41,7,,,North Orange Avenue,,,91.202,1,1,1,1,1,1,1,1,1,1,1
49887151#2,6678139793,2194180308,highway.secondary,2,13.41,7,,,North Orange Avenue,,,164.166,1,1,1,1,1,1,1,1,1,1,1
49887151#3,2194180308,559373573,highway.secondary,2,13.41,7,,,North Orange Avenue,,,20.441,1,1,1,1,1,1,1,1,1,1,1
49887152#0,99463683,6578988673,highway.secondary,3,27.78,7,center,,Lakeview Street,,,26.069,1,1,1,1,1,1,1,1,1,1,1
49887152#1,6578988673,49887152#1-AddedOffRampNode,highway.secondary,2,27.78,7,center,,Lakeview Street,,,152.260,1,1,1,1,1,1,1,1,1,1,1
49887152#1-AddedOffRampEdge,49887152#1-AddedOffRampNode,99520782,highway.secondary,3,27.78,7,center,,Lakeview Street,,,100.002,1,1,1,1,1,1,1,1,1,1,1
49887154#0,99520780,559373697,highway.secondary,2,13.41,7,,,North Orange Avenue,,,54.954,1,1,1,1,1,1,1,1,1,1,1
49887154#1,559373697,cluster_2194180320_931391923_931391927_931391928_99552381,highway.secondary,2,13.41,7,,,North Orange Avenue,,,40.929,1,1,1,1,1,1,1,1,1,1,1
49887156#0,559373598,559373688,highway.primary,3,27.78,9,center,,Legion Place,,,88.187,1,1,1,1,1,1,1,1,1,1,1
49887156#1,559373688,559373596,highway.primary,4,27.78,9,center,,Legion Place,,,9.789,1,1,1,1,1,1,1,1,1,1,1
49887156#2,559373596,cluster_2194180314_559373595,highway.primary,3,27.78,9,center,,Legion Place,,,24.494,1,1,1,1,1,1,1,1,1,1,1
49887157,1700923664,1411916037,highway.secondary,1,27.78,7,,,Garland Avenue,,,123.321,1,1,1,1,1,1,1,1,1,1,1
49887178,360208015,2232217297,highway.motorway_link,2,22.22,12,center,,,,,130.146,1,1,1,1,1,1,1,1,1,1,1
503900172#0,99456005,5310329162,highway.primary,3,13.41,9,center,,Garland Avenue,,,219.982,1,1,1,1,1,1,1,1,1,1,1
503900172#1,5310329162,cluster_4941433313_4941433314,highway.primary,3,13.41,9,center,,Garland Avenue,,,9.704,1,1,1,1,1,1,1,1,1,1,1
50971131,cluster_5368781880_559864320_649972977_99581829,649973014,highway.primary_link,1,22.22,8,center,,,,,42.354,1,1,1,1,1,1,1,1,1,1,1
50974575#0,552610124,649981202,highway.unclassified,1,13.89,5,center,,Magnolia Avenue,,,54.210,1,1,1,1,1,1,1,1,1,1,1
50974575#1,649981202,552610124,highway.unclassified,1,13.89,5,center,,Magnolia Avenue,,,67.680,1,1,1,1,1,1,1,1,1,1,1
51064594#0,99585374,5368780751,highway.primary,3,11.18,9,center,,Rosalind Avenue,,,8.550,1,1,1,1,1,1,1,1,1,1,1
51064594#1,5368780751,5369264449,highway.primary,3,11.18,9,center,,Rosalind Avenue,,,31.620,1,1,1,1,1,1,1,1,1,1,1
51064594#2,5369264449,cluster_559372307_559373442_6303566533,highway.primary,3,11.18,9,center,,Rosalind Avenue,,,29.095,1,1,1,1,1,1,1,1,1,1,1
51064603#0,99585551,2195307395,highway.primary,2,15.65,9,,,South Orange Avenue,,,10.166,1,1,1,1,1,1,1,1,1,1,1
51064603#1,2195307395,4239688880,highway.primary,2,15.65,9,,,South Orange Avenue,,,30.386,1,1,1,1,1,1,1,1,1,1,1
51064603#2,4239688880,4239680892,highway.primary,2,15.65,9,,,South Orange Avenue,,,43.404,1,1,1,1,1,1,1,1,1,1,1
51064603#3,4239680892,99585554,highway.primary,2,15.65,9,,,South Orange Avenue,,,17.585,1,1,1,1,1,1,1,1,1,1,1
51064603#4,99585554,99519501,highway.primary,2,15.65,9,,,South Orange Avenue,,,99.790,1,1,1,1,1,1,1,1,1,1,1
51064603#5,99519501,99585555,highway.primary,2,15.65,9,,,South Orange Avenue,,,101.659,1,1,1,1,1,1,1,1,1,1,1
51064603#6,99585555,2195307394,highway.primary,2,15.65,9,,,South Orange Avenue,,,93.840,1,1,1,1,1,1,1,1,1,1,1
51064603#7,2195307394,99584086,highway.primary,2,15.65,9,,,South Orange Avenue,,,9.053,1,1,1,1,1,1,1,1,1,1,1
51653517#0,cluster_599905942_99464151,5368782383,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,5.970,1,1,1,1,1,1,1,1,1,1,1
51653517#1,5368782383,5370944271,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,8.340,1,1,1,1,1,1,1,1,1,1,1
51653517#2,5370944271,5369731770,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,50.143,1,1,1,1,1,1,1,1,1,1,1
51653517#3,5369731770,5370944552,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,35.952,1,1,1,1,1,1,1,1,1,1,1
51653517#4,5370944552,5368782394,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,29.062,1,1,1,1,1,1,1,1,1,1,1
51653517#5,5368782394,99627962,highway.primary,3,13.41,9,center,,Rosalind Avenue,,,19.631,1,1,1,1,1,1,1,1,1,1,1
51653518#0,552610124,5369731721,highway.residential,1,13.89,4,,,Magnolia Avenue,,,36.701,1,1,1,1,1,1,1,1,1,1,1
51653518#1,5369731721,5368782025,highway.residential,1,13.89,4,,,Magnolia Avenue,,,22.951,1,1,1,1,1,1,1,1,1,1,1
51653518#2,5368782025,cluster_559864315_99474350,highway.residential,1,13.89,4,,,Magnolia Avenue,,,11.990,1,1,1,1,1,1,1,1,1,1,1
51653519#0,cluster_559864315_99474350,5368782023,highway.primary,1,27.78,9,center,,Anderson Street,,,6.206,1,1,1,1,1,1,1,1,1,1,1
51653519#1,5368782023,647401813,highway.primary,1,27.78,9,center,,Anderson Street,,,97.573,1,1,1,1,1,1,1,1,1,1,1
51653519#2,647401813,cluster_5368781880_559864320_649972977_99581829,highway.primary,1,27.78,9,center,,Anderson Street,,,15.200,1,1,1,1,1,1,1,1,1,1,1
51653520#0,cluster_559864315_99474350,5368782026,highway.primary,3,13.41,9,center,,Anderson Street,,,20.246,1,1,1,1,1,1,1,1,1,1,1
51653520#1,5368782026,5368782384,highway.primary,3,13.41,9,center,,Anderson Street,,,129.033,1,1,1,1,1,1,1,1,1,1,1
51653520#2,5368782384,cluster_599905942_99464151,highway.primary,3,13.41,9,center,,Anderson Street,,,9.995,1,1,1,1,1,1,1,1,1,1,1
531491269,5159309412,559858973,highway.motorway,4,24.59,13,center,,,,,141.968,1,1,1,1,1,1,1,1,1,1,1
531491270,633256144,559857811,highway.motorway,4,24.59,13,center,,,,,313.023,1,1,1,1,1,1,1,1,1,1,1
53848098#0,679830946,5954289231,highway.tertiary,1,22.22,6,,,Livingston Street,,,41.044,1,1,1,1,1,1,1,1,1,1,1
53848098#1,5954289231,2192220230,highway.tertiary,1,22.22,6,,,Livingston Street,,,36.954,1,1,1,1,1,1,1,1,1,1,1
53848098#2,2192220230,99575503,highway.tertiary,1,22.22,6,,,Livingston Street,,,8.551,1,1,1,1,1,1,1,1,1,1,1
53848098#3,99575503,2192220234,highway.tertiary,1,22.22,6,,,Livingston Street,,,8.870,1,1,1,1,1,1,1,1,1,1,1
53848098#4,2192220234,5954289229,highway.tertiary,1,22.22,6,,,Livingston Street,,,41.670,1,1,1,1,1,1,1,1,1,1,1
53848098#5,5954289229,679830972,highway.tertiary,1,22.22,6,,,Livingston Street,,,22.980,1,1,1,1,1,1,1,1,1,1,1
53848099#0,679830972,99608000,highway.tertiary,1,22.22,6,,,Livingston Street,,,129.313,1,1,1,1,1,1,1,1,1,1,1
53848099#1,99608000,99577635,highway.tertiary,1,22.22,6,,,Livingston Street,,,203.312,1,1,1,1,1,1,1,1,1,1,1
53848263#0,5368780143,5369092221,highway.tertiary,1,22.22,6,,,Livingston Street,,,3.210,1,1,1,1,1,1,1,1,1,1,1
53848263#1,5369092221,2198940421,highway.tertiary,1,22.22,6,,,Livingston Street,,,29.552,1,1,1,1,1,1,1,1,1,1,1
53848263#2,2198940421,99633786,highway.tertiary,1,22.22,6,,,Livingston Street,,,19.499,1,1,1,1,1,1,1,1,1,1,1
544685270,5265080182,599892691,highway.motorway_link,1,22.22,12,center,,,,,197.296,1,1,1,1,1,1,1,1,1,1,1
547070588,2225486450,2225486320,highway.motorway_link,1,22.22,12,center,,,,,278.384,1,1,1,1,1,1,1,1,1,1,1
547070589,2225486464,2225486450,highway.motorway_link,1,22.22,12,center,,,,,92.486,1,1,1,1,1,1,1,1,1,1,1
547070591#0,5661884802,547070591#0-AddedOffRampNode,highway.motorway,4,22.35,13,center,,,,,470.610,1,1,1,1,1,1,1,1,1,1,1
547070591#0-AddedOffRampEdge,547070591#0-AddedOffRampNode,2225486464,highway.motorway,5,22.35,13,center,,,,,99.986,1,1,1,1,1,1,1,1,1,1,1
547070591#1,2225486464,5629239091,highway.motorway,4,22.35,13,center,,,,,91.206,1,1,1,1,1,1,1,1,1,1,1
548021409,99647570,99620524,highway.residential,1,13.89,4,center,,Avondale Avenue,,,101.132,1,1,1,1,1,1,1,1,1,1,1
548021413,360203636,360203796,highway.motorway_link,1,22.22,12,center,,,,,353.006,1,1,1,1,1,1,1,1,1,1,1
548021415,599902741,cluster_552612506_814490875_99453711,highway.primary,2,17.88,9,center,,West Colonial Drive,,,63.981,1,1,1,1,1,1,1,1,1,1,1
548603140#0,3675134324,5368782064,highway.residential,1,13.89,4,,,Jackson Street,,,4.752,1,1,1,1,1,1,1,1,1,1,1
548603140#1,5368782064,5369731704,highway.residential,1,13.89,4,,,Jackson Street,,,41.912,1,1,1,1,1,1,1,1,1,1,1
548603140#2,5369731704,599896509,highway.residential,1,13.89,4,,,Jackson Street,,,21.570,1,1,1,1,1,1,1,1,1,1,1
548603140#3,599896509,5369731719,highway.residential,1,13.89,4,,,Jackson Street,,,6.510,1,1,1,1,1,1,1,1,1,1,1
548603140#4,5369731719,5369731707,highway.residential,1,13.89,4,,,Jackson Street,,,47.490,1,1,1,1,1,1,1,1,1,1,1
548603140#5,5369731707,5368780765,highway.residential,1,13.89,4,,,Jackson Street,,,18.184,1,1,1,1,1,1,1,1,1,1,1
548603140#6,5368780765,99597113,highway.residential,1,13.89,4,,,Jackson Street,,,11.132,1,1,1,1,1,1,1,1,1,1,1
548603141,559855292,3675134324,highway.residential,1,13.89,4,,,Jackson Street,,,6.782,1,1,1,1,1,1,1,1,1,1,1
548603143#0,3675134324,5368782068,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,7.066,1,1,1,1,1,1,1,1,1,1,1
548603143#1,5368782068,5369731594,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,33.612,1,1,1,1,1,1,1,1,1,1,1
548603143#2,5369731594,5369731576,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,11.760,1,1,1,1,1,1,1,1,1,1,1
548603143#3,5369731576,5369731566,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,11.310,1,1,1,1,1,1,1,1,1,1,1
548603143#4,5369731566,5369731607,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,31.921,1,1,1,1,1,1,1,1,1,1,1
548603143#5,5369731607,5369731604,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,8.550,1,1,1,1,1,1,1,1,1,1,1
548603143#6,5369731604,5369731598,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,4.150,1,1,1,1,1,1,1,1,1,1,1
548603143#7,5369731598,5368781851,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,29.001,1,1,1,1,1,1,1,1,1,1,1
548603143#8,5368781851,99556903,highway.residential,1,13.89,4,center,,Magnolia Avenue,,,9.661,1,1,1,1,1,1,1,1,1,1,1
548603179#0,99475166,5368782324,highway.tertiary,1,22.22,6,,,Livingston Street,,,7.930,1,1,1,1,1,1,1,1,1,1,1
548603179#1,5368782324,5368782261,highway.tertiary,1,22.22,6,,,Livingston Street,,,61.883,1,1,1,1,1,1,1,1,1,1,1
548603179#2,5368782261,99464165,highway.tertiary,1,22.22,6,,,Livingston Street,,,10.264,1,1,1,1,1,1,1,1,1,1,1
548635875#0,99551070,559857658,highway.secondary,3,13.41,7,center,,Hughey Avenue,,,37.599,1,1,1,1,1,1,1,1,1,1,1
548635875#1,559857658,2198940445,highway.secondary,3,13.41,7,center,,Hughey Avenue,,,82.542,1,1,1,1,1,1,1,1,1,1,1
548635875#2,2198940445,599902845,highway.secondary,3,13.41,7,center,,Hughey Avenue,,,2.922,1,1,1,1,1,1,1,1,1,1,1
548635875#3,599902845,99633786,highway.secondary,3,13.41,7,center,,Hughey Avenue,,,11.070,1,1,1,1,1,1,1,1,1,1,1
548635877,4860700048,4860700047,highway.secondary,2,27.78,7,,,Terry Avenue,,,139.378,1,1,1,1,1,1,1,1,1,1,1
548635879#0,1700923661,5310328501,highway.residential,1,13.89,4,,,Marks Street,,,10.771,1,1,1,1,1,1,1,1,1,1,1
548635879#1,5310328501,2249339046,highway.residential,1,13.89,4,,,Marks Street,,,79.307,1,1,1,1,1,1,1,1,1,1,1
